"Stop ID","Stop Name","X","Y","Sign","Aligned","Bike Rack","Lighting","Shelter","Shelter Type","Bench","Bench Type","Surface","Divider","Landing Pad","Cross","Running","SW Width","SW Cond","Manhole","Utility Pole","Electrical Box","Foliage","Other","Passageway","Amen 1","Amen 2","Amen 3","Amen 4","Amen 5","Amen 6","Amen 7","Amen 8","Amen 9","Amen 10","ADA 1","ADA 2","ADA 3","ADA 4","ADA 5","ADA 6","ADA 7","ADA 8","ADA 9","ADA 10","ADA 11","ADA 12","ADA 13","GoRaleigh","GoTriangle","Wolfline","GoCary","GoDurham","Other","Surveyor","Timetamp"
"8498","Oakwood Ave at Tarboro Rd","35.7841694","-78.626080504958","5","Yes","None","3","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 04:00 am"
"8520","Oakwood Ave at Tarboro Rd","35.78428908","-78.626080504958","5","Yes","None","1","4","Full Shelter","4","Full Shelter","Concrete Pad","Divider","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 04:14 am"
"8499","Oakwood Ave at St Augustine Ave","35.78411377","-78.626080504958","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 04:18 am"
"8519","Oakwood Ave at Hill St","35.78418934","-78.626080504958","3","Yes","None","3","None","None","3","Concrete standalone","Concrete Pad","No Divider","3","0","0","5' or greater","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 04:31 am"
"9461","Hill St at Oakwood Ave","35.78450146","-78.626080504958","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","Yes","No","Greater than 3'","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 04:43 am"
"8495","Hills St at Booker Dr","35.78619304","-78.626080504958","4","Yes","None","4","4","Full Shelter","4","Full Shelter","Concrete Pad","Divider","4","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 04:55 am"
"9218","Glenbrook Dr at Dacian Rd","35.76820639","null","4","Yes","None","None","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:03 am"
"8496","Milburnie Rd at Fisher St","35.78737668","-78.621694841381","4","Yes","None","4","None","None","4","Pedestal","Concrete Pad","No Divider","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 05:05 am"
"9217","Glenbrook Dr at Ellerbe Ln","35.76747757","-78.586060504803","4","Yes","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:07 am"
"8943","Peyton St at Ellerbe Ln","35.7675758","-78.586060504803","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","Yes","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:12 am"
"8229","Peyton St at Louise St","35.76840594","-78.608266229727","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","Yes","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:16 am"
"8503","Milburnie Rd at Colleton Rd","35.78819879","null","4","Yes","None","2","4","Full Shelter","4","Full Shelter","Concrete Pad","Divider","3","0","0","5' or greater","Good","No","No","No","Yes","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 05:18 am"
"8303","Peyton St at MLK Jr Blvd","35.77143618","null","4","Yes","None","1","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:24 am"
"9186","Poole Rd at Peyton St","35.77483972","null","4","Yes","None","None","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:32 am"
"8518","Oakwood Ave at Fisher St","35.78415775","-78.626080504958","4","Yes","None","4","3","Full Shelter","3","Full Shelter","Concrete Pad","Divider","2","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","Yes","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 05:35 am"
"9222","Poole Rd at Shellum St","35.77527717","-78.608266229727","4","Yes","None","4","4","Red Shelter","4","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:38 am"
"9250","Poole Rd at Parnell Dr","35.77575","-78.608266229727","4","Yes","None","3","None","None","None","None","","","None","0","0","3' to 5'","Good","No","Yes","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:43 am"
"8962","Durant Rd at Capital Blvd","35.89209529","-78.555371255707","5","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 05:44 am"
"8517","Oakwood Ave at N King Charles Rd","35.78357056","-78.626080504958","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Fair","No","No","No","No","No","Greater than 3'","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 05:45 am"
"9238","Poole Rd at Angier Rd","35.77659192","null","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","Yes","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:48 am"
"8712","Millbrook Rd at Lead Mine Rd","35.856474","null","3","No","None","3","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Jason Johnson "," 06/21/2022 @ 05:52 am"
"9306","Poole Rd at Coke St","35.77689523","null","4","Yes","None","5","4","Slim Shelter","4","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 05:56 am"
"8650","New Bern Ave at N King Charles Rd","35.77980114","-78.626080504958","4","Yes","None","4","4","Full Shelter","4","Full Shelter","Concrete Pad","Divider","3","0","0","5' or greater","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 05:59 am"
"9546","Perry Creek Rd at Clarks Fork Dr","35.8893489","-78.555371255707","5","Yes","None","1","None","None","3","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 05:59 am"
"9225","Poole Rd at Lightner Ln","35.77754469","null","4","Yes","None","3","5","Red Shelter","5","Red Shelter","Concrete Pad","No Divider","4","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Greater than 3'","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:02 am"
"9248","Poole Rd at Lumpkin Rd","35.77727755","-78.603869747753","4","Yes","None","4","None","None","None","None","No","No","None","0","0","3' to 5'","Fair","No","Yes","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:06 am"
"8963","Perry Creek Rd at McGuire Dr","35.88863278","-78.555371255707","5","Yes","None","1","None","None","None","None","No","No","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","Yes","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 06:09 am"
"8651","New Bern Ave at Bertie Dr","35.77996033","-78.626080504958","4","No","None","1","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 06:10 am"
"9246","Poole Rd at Raleigh Blvd","35.77774769","-78.603869747753","4","Yes","None","4","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","Yes","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:13 am"
"8714","W Millbrook Rd at Oldetowne Rd","35.85743","null","5","Yes","None","1","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 06:14 am"
"9226","Poole Rd at Fisher St","35.778369","-78.603869747753","4","Yes","None","5","None","None","None","None","No","No","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:17 am"
"9582","Perry Creek Rd at Filbin Creek Dr","35.88673842","-78.555371255707","5","Yes","None","4","None","None","3","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Excellent","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 06:20 am"
"8964","Perry Creek Rd at Liston Dr","35.88619495","-78.555371255707","5","Yes","None","1","None","None","None","None","No","No","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 06:25 am"
"8652","New Bern Ave at Raleigh Blvd","35.78009009","-78.626080504958","4","Yes","None","3","3","Full Shelter","3","Full Shelter","Concrete Pad","Divider","3","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 06:27 am"
"8338","Poole Rd at S Fisher St","35.77826548","-78.603869747753","5","Yes","None","4","None","None","None","None","No","No","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:29 am"
"9244","Poole Rd at Heath St","35.77893734","-78.603869747753","5","Yes","None","3","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:33 am"
"8965","Perry Creek Rd at Berkshire Downs Dr","35.8821272","-78.555371255707","5","Yes","None","3","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 06:36 am"
"9227","Poole Rd at Sunbury St","35.779238","-78.603869747753","4","Yes","None","3","None","None","None","None","No","No","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:36 am"
"8622","New Bern Ave at Sunbury St","35.77974622","null","4","Yes","None","1","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:40 am"
"9597","Perry Creek Rd at Berkshire Downs Dr (WRAL Soccer Fields)","35.88219159","-78.555371255707","5","Yes","None","1","None","None","None","None","No","No","5","0","0","3' to 5'","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 06:42 am"
"8623","New Bern Ave at Carver St","35.77987","-78.603869747753","4","Yes","None","4","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:43 am"
"8624","New Bern Ave at Raleigh Blvd","35.77972631","null","4","Yes","None","3","4","Slim Shelter","4","Slim Shelter","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:50 am"
"8966","Perry Creek Rd at Bentley Cir","35.87887242","-78.555371255707","None","No","None","5","None","None","None","None","No","No","None","0","0","Less than 3'","Fair","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 06:52 am"
"8759","W Millbrook Rd at North Hills Dr","35.85662","-78.6530344384","3","Yes","None","3","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 06:54 am"
"8625","New Bern Ave at Russ St","35.77954777","-78.603869747753","4","Yes","None","4","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 06:57 am"
"8967","Perry Creek Rd at Louisburg Rd","35.87614903","-78.555371255707","5","Yes","None","3","None","None","None","None","No","No","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 07:00 am"
"8626","New Bern Ave at N Lord Ashley Rd","35.77955501","null","4","Yes","None","4","5","Full Shelter","5","Full Shelter","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 07:03 am"
"8968","Fox Rd at Louisburg Rd","35.869071","-78.555371255707","5","Yes","None","1","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 07:09 am"
"8716","W Millbrook Rd at Dixon Dr","35.8562","-78.6530344384","3","Yes","None","None","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","Yes","No","Less than 3'","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 07:11 am"
"8627","New Bern Ave at Lord Berkley","35.7796824","-78.603869747753","5","Yes","None","4","4","Full Shelter","4","Full Shelter","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 07:13 am"
"9596","Fox Rd at Louisburg Rd","35.86901561","-78.555371255707","3","Yes","None","1","None","None","5","Concrete standalone","Concrete Pad","No Divider","5","0","0","No sidewalk","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 07:19 am"
"8653","New Bern Ave at Hill St","35.78010123","null","4","No","None","4","3","Full Shelter","2","Full Shelter","Concrete Pad","Divider","3","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 07:28 am"
"8760","W Millbrook Rd at Oldetowne Rd","35.85761","-78.6530344384","2","Yes","None","1","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 07:31 am"
"9541","Wake Tech Community College North","35.86732119","-78.555371255707","5","Yes","None","1","None","None","5","Concrete standalone","Concrete Pad","No Divider","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 07:37 am"
"9543","Louisburg Rd at Harnett Dr","35.8724743","-78.555371255707","5","Yes","None","None","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 07:49 am"
"8713","W Millbrook Rd at Paces Forest Ct","35.85722","-78.6530344384","2","Yes","None","1","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 07:55 am"
"8656","E Edenton St at Idlewild Ave","35.78083","-78.626080504958","1","No","None","3","None","Red Shelter","None","Red Shelter","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Greater than 3'","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 07:58 am"
"8620","New Bern Ave at S Tarboro Rd","35.77982082","-78.626080504958","5","Yes","None","4","3","Full Shelter","3","Full Shelter","Concrete Pad","Divider","4","0","0","5' or greater","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 08:15 am"
"8384","Glenwood Ave at Tolar Pl","35.82808846","-78.6530344384","3","Yes","None","1","None","Red Shelter","None","Red Shelter","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 08:18 am"
"8944","Peyton St at Dacian Rd","0","-78.608266229727","5","Yes","None","3","None","None","None","None","No","No","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 08:23 am"
"9257","Peyton St at Melvid Ct (NB)","0","null","5","Yes","None","5","None","None","None","None","No","No","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/21/2022 @ 08:28 am"
"8337","N Tarboro Rd at E Edenton St","35.78000991","-78.626080504958","5","Yes","None","2","None","Red Shelter","None","Red Shelter","","","None","0","0","3' to 5'","Good","No","No","No","No","Yes","Greater than 3'","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 08:31 am"
"8976","Perry Creek Rd at Capital Blvd","35.89133326","-78.555371255707","5","Yes","None","1","None","None","None","None","No","No","None","0","0","3' to 5'","Excellent","Yes","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 08:35 am"
"8961","Durant Rd at Capital Blvd","35.8937958","-78.555371255707","5","Yes","None","1","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","Yes","No","Less than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 08:44 am"
"9206","S Tarboro Rd at New Bern Ave","35.77938678","-78.626080504958","5","Yes","None","2","None","Red Shelter","None","Red Shelter","","","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Greater than 3'","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/21/2022 @ 08:44 am"
"8385","Glenwood Ave at Pasquatank Dr","35.82639069","null","4","Yes","None","2","5","Full Shelter","5","Full Shelter","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 08:44 am"
"9547","Durant Rd at Capital Blvd","35.8943629","-78.555371255707","3","Yes","None","3","None","None","None","None","No","No","None","0","0","3' to 5'","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Eviane Zanetti kumar"," 06/21/2022 @ 08:49 am"
"8386","Glenwood Ave at Vick Ave","35.82460007","null","4","Yes","None","2","None","Red Shelter","None","Red Shelter","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/21/2022 @ 08:54 am"
