"Stop ID","Stop Name","X","Y","Sign","Aligned","Bike Rack","Lighting","Shelter","Shelter Type","Bench","Bench Type","Surface","Divider","Landing Pad","Cross","Running","SW Width","SW Cond","Manhole","Utility Pole","Electrical Box","Foliage","Other","Passageway","Amen 1","Amen 2","Amen 3","Amen 4","Amen 5","Amen 6","Amen 7","Amen 8","Amen 9","Amen 10","ADA 1","ADA 2","ADA 3","ADA 4","ADA 5","ADA 6","ADA 7","ADA 8","ADA 9","ADA 10","ADA 11","ADA 12","ADA 13","GoRaleigh","GoTriangle","Wolfline","GoCary","GoDurham","Other","Surveyor","Timetamp"
"8178","Glenwood Ave at Wills Forest St","35.79111653","-78.643910635345","5","Yes","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 06:52 am"
"8768","Vandora Springs Rd at Methodist Dr","35.71215863","-78.621490356846","4","Yes","None","None","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 06:55 am"
"8339","Vandora Springs Rd at Garner Rd","35.71215444","-78.621490356846","5","Yes","None","None","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 06:57 am"
"9743","E Davie St at Fayetteville St","35.77583","-78.652677679574","4","Yes","None","3","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 07:03 am"
"1925","Vandora Springs Rd at Beichler Rd","35.709038","-78.621490356846","5","Yes","None","None","None","None","None","None","No","No","None","0","0","3' to 5'","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 07:04 am"
"1926","Vandora Springs Rd at Beichler Rd","35.708829","-78.621490356846","5","Yes","None","2","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 07:06 am"
"8093","Barwell at Neals Creek OB","35.74063861","-78.523865704004","5","Yes","None","1","5","Slim Shelter","5","Slim Shelter","Concrete Pad","No Divider","5","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 07:11 am"
"8179","Glenwood Ave at W Peace St","35.78875269","-78.648291262162","4","No","None","None","None","None","None","None","No","No","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Jason Johnson "," 06/27/2022 @ 07:13 am"
"1915","7th Ave at Forest Hills Dr (SB)","35.70635926","null","4","Yes","None","4","4","Full Shelter","4","Full Shelter","Concrete Pad","No Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 07:13 am"
"9742","W Davie St at Fayetteville St","35.77554262","-78.648291262162","4","Yes","None","5","None","None","4","Concrete standalone","Concrete Pad","No Divider","None","0","0","5' or greater","Fair","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 07:16 am"
"8098","Barwell at Chasteal IB","35.73717603","-78.523865704004","5","Yes","None","None","None","None","None","None","No","No","5","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 07:23 am"
"1532","7th Ave at Garner Town Hall IB","35.70547562","-78.621490356846","4","Yes","None","4","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 07:24 am"
"1533","7th Ave at Forest Hills Dr","35.70582257","null","5","Yes","None","5","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 07:28 am"
"8946","W. Davie St. at S. Dawson St.","35.77565727","null","3","Yes","None","2","None","None","None","None","No","No","None","0","0","5' or greater","Fair","No","No","No","No","Yes","Greater than 3'","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 07:29 am"
"1916","7th Ave at Garner Town Hall (SB)","35.705224","-78.621490356846","4","Yes","None","4","None","None","None","None","No","No","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/27/2022 @ 07:33 am"
"8708","Peace St at West St","35.7887533","-78.648291262162","5","Yes","None","None","None","None","None","None","No","No","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Jason Johnson "," 06/27/2022 @ 07:35 am"
"8105","Barwell at Barwell Park OB","35.73256467","-78.523865704004","5","Yes","None","1","None","None","None","None","No","No","5","0","0","No sidewalk","Good","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 07:38 am"
"9777","W Davie St at S Harrington St","35.775766","-78.648291262162","3","Yes","None","4","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 07:39 am"
"8102","Barwell at Barwell Park IB","35.73229468","-78.523865704004","5","Yes","None","1","None","None","None","None","No","No","5","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 07:45 am"
"9000","Raleigh Union Station","35.7773041","-78.670502019367","5","Yes","5","3","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 07:51 am"
"8068","Rock Quarry at Laurel Glen OB","35.72827382","-78.523865704004","5","Yes","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 07:55 am"
"9910","West St at Peace St","35.78780236","-78.648291262162","5","Yes","None","None","None","None","None","None","No","No","2","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Jason Johnson "," 06/27/2022 @ 07:58 am"
"8069","Rock Quarry at Laurel Glen IB","35.7280972","-78.523865704004","5","Yes","None","1","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 08:00 am"
"8180","Glenwood Ave at W Johnson St","35.78696364","null","5","Yes","None","None","5","Slim Shelter","5","Slim Shelter","Concrete Pad","Divider","2","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","Yes","Yes","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 08:18 am"
"8185","W Morgan St at S Harrington St","35.77972727","-78.648291262162","None","No","None","None","None","None","None","None","","","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 08:18 am"
"9917","Harrington St at Hargett St","35.7783169","null","4","Yes","None","4","None","None","None","None","No","No","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 08:30 am"
"9477","W Hargett St at S Dawson St","35.778479","-78.648291262162","4","Yes","None","4","None","None","4","Concrete standalone","Concrete Pad","Divider","4","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 08:44 am"
"8075","Glenwood Ave at Tucker St","35.78666","null","None","No","None","None","None","None","None","None","No","No","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Jason Johnson "," 06/27/2022 @ 08:48 am"
"1293","Dawson St. at Martin St.","35.77730614","null","1","Yes","None","2","None","None","None","None","No","No","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/27/2022 @ 08:56 am"
"8190","Shoppes at Battle Bridge","35.72436228","-78.523865704004","5","Yes","None","None","None","None","None","None","No","No","4","0","0","5' or greater","Fair","No","No","No","No","No","Greater than 3'","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 09:07 am"
"8100","8100","1","-78.523865704004","None","No","None","None","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 09:24 am"
"8508","8508","1","-78.523865704004","5","No","None","None","None","None","None","None","No","No","None","0","0","3' to 5'","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 09:43 am"
"8074","Glenwood Ave at W Lane St","35.7842827","null","4","No","None","None","None","None","None","None","No","No","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Jason Johnson "," 06/27/2022 @ 09:51 am"
"8191","Rock Quarry at Interlock OB","35.73259515","-78.523865704004","5","Yes","None","1","None","None","None","None","No","No","None","0","0","3' to 5'","Excellent","No","No","No","No","No","Greater than 3'","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 10:05 am"
"9906","West St at North St","35.78420187","null","5","Yes","None","4","None","None","None","None","No","No","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Jason Johnson "," 06/27/2022 @ 10:07 am"
"9915","West St at Jones St","35.78263562","-78.648291262162","5","Yes","None","4","None","None","None","None","No","No","None","0","0","5' or greater","Good","Yes","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Jason Johnson "," 06/27/2022 @ 10:19 am"
"8052","Barwell at Charles IB","35.75247783","-78.523865704004","5","Yes","None","None","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","Yes","Yes","Less than 3'","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 10:21 am"
"8050","Barwell at Charles OB","35.75276516","-78.523865704004","5","Yes","None","None","None","None","None","None","No","No","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","Yes","Yes","Less than 3'","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 10:24 am"
"8117","pending install","35.75550344","-78.523865704004","None","No","None","None","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 10:37 am"
"8182","Glenwood Ave at W Jones St","35.78302871","null","4","No","None","4","None","None","4","Concrete standalone","Concrete Pad","Divider","None","0","0","5' or greater","Good","Yes","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 10:41 am"
"8109","Poole at River Knoll OB","35.75815022","-78.523865704004","5","Yes","None","None","None","None","None","None","No","No","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","Yes","No","Less than 3'","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 10:46 am"
"8072","Glenwood Ave at Hillsborough St","35.78123","null","4","Yes","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Jason Johnson "," 06/27/2022 @ 10:53 am"
"8114","Poole at River Knoll IB","35.7583287","-78.523865704004","5","Yes","None","None","None","None","None","None","No","No","5","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","Yes","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 10:59 am"
"8183","Glenwood Ave at Willard Pl","35.78102701","null","5","Yes","None","None","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 11:03 am"
"8107","Poole at Maybrook IB","35.7607637","-78.523865704004","5","Yes","None","1","None","None","None","None","No","No","5","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 11:11 am"
"8228","Hillsborough St at Glenwood Ave","35.78086439","null","4","Yes","None","1","None","None","4","Concrete standalone","Concrete Pad","No Divider","None","0","0","5' or greater","Fair","Yes","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 11:17 am"
"8106","Poole Rd at Maybrook OB","35.76072559","-78.523865704004","5","Yes","None","1","None","None","None","None","No","No","3","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 11:18 am"
"8028","Poole at Old Poole IB","35.76307569","-78.523865704004","5","Yes","None","1","5","Slim Shelter","5","Slim Shelter","Concrete Pad","No Divider","4","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 11:31 am"
"9483","Hillsborough St at Boylan St","35.78074623","-78.648291262162","3","Yes","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 11:44 am"
"8031","Poole at Old Poole OB","35.76245322","-78.523865704004","5","Yes","None","1","5","Red Shelter","5","Red Shelter","Concrete Pad","No Divider","5","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 11:51 am"
"8434","St Mary's St at Hillsborough St","35.7812","null","5","Yes","None","1","None","None","3","Dirt standalone","Located on Dirt","No Divider","None","0","0","5' or greater","Fair","No","No","No","No","No","Greater than 3'","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 12:01 pm"
"8116","pending install","35.75549909","-78.523865704004","None","No","None","None","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Eviane Zanetti kumar"," 06/27/2022 @ 12:02 pm"
"8612","St Mary's St at Hillsborough St","35.781506","-78.648291262162","5","Yes","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 12:17 pm"
"8231","Hillsborough St at St Marys College","35.78102703","-78.648291262162","5","Yes","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 12:23 pm"
"1201","Hillsborough St at Mayo St","35.78154462","-78.648291262162","5","Yes","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 12:34 pm"
"8232","Hillsborough St at Mayo St","35.78184796","-78.648291262162","5","No","None","1","None","None","None","None","No","No","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Jason Johnson "," 06/27/2022 @ 01:00 pm"
"9788","N Blount St at Polk St","35.786348","-78.648291262162","4","No","None","3","None","None","None","None","","","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 03:19 am"
"9456","N East St at E Jones St","35.78218813","-78.648291262162","4","Yes","None","4","None","None","None","None","","","None","0","0","5' or greater","Fair","No","No","No","No","Yes","Greater than 3'","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 03:30 am"
"9151","E Lane St at N East St","35.78353046","-78.648291262162","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Excellent","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 03:40 am"
"9460","E Lane St at Linden Ave","35.78348964","-78.648291262162","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 03:57 am"
"9147","E Lane St at Linden Ave","35.78359365","-78.648291262162","4","Yes","None","3","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Less than 3'","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 04:07 am"
"9457","E Lane St at Seawell Ave","35.78340737","null","4","Yes","None","3","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 04:14 am"
"8522","E Lane St at Seawell Ave","35.78350407","-78.626080504958","4","Yes","None","3","None","None","3","Dirt standalone","Located on Dirt","No Divider","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 04:28 am"
"8497","E Lane St at Idlewild Ave","35.783339","-78.626080504958","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 04:35 am"
"8899","E Lane St. at Heck St.","35.78331461","null","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Greater than 3'","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 04:43 am"
"9464","E Lane St at Heck St","35.78343481","-78.626080504958","4","Yes","None","3","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 04:49 am"
"9463","E Lane St at N State St","35.78339693","-78.626080504958","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 04:59 am"
"9458","E Lane St at N State St","35.78326993","-78.626080504958","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","Yes","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Cynthia Jackson "," 06/28/2022 @ 05:09 am"
"8076","Blue Ridge Rd at Macon Pond Rd","35.81959316","-78.706198305622","4","No","None","4","4","Slim Shelter","4","Concrete standalone","Concrete Pad","Divider","5","0","0","5' or greater","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/28/2022 @ 05:10 am"
"8283","Blue Ridge Rd at Forest View Rd","35.81658251","-78.706198305622","4","Yes","None","2","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 06/28/2022 @ 05:15 am"
