Stop ID,Stop Name,Y Coordinate,X Coordinate,Sign Present,Sign Rating,Sign Correctly Aligned,Shelter Present,Shelter Rating,Shelter Type, Shelter Price ,Bench Present,Bench Rating,Bench Type,Surface Under Bench,Bench Divider Divider Present, Bench Price ,Trash Can Present,Trash Can Rating,Trash Can Type, Trashcan Price ,Bike Rack Present,Bike Rack Rating,Lighting Present,Lighting Rating,Landing Pad Present,Landing Pad Rating,Landing Pad Cross Slope,Landing Pad Running,Sidewalk Present,Sidewalk Width,Sidewalk Condition,Manhole,Utility Pole,Electrical Box,Foliage,Other,Passageway,Traffic Signal,Posted Speed Limit,Designated Bus Zone,Painted Curbs,No Parking Signs,Flashing Lights,Other signs and Controls,Curb Ramp,Cross Walk,PedestrianÂ Signal,>2.08% Cross Slope,>5.0% Running Slope,"Clear floor area < 30"" by 48""","<36"" maintained around the shelter",No Wheelchair Access,"Seat Depth: < 20"" or > 24"" length","Seat Height: < 17"" or > 19"" from ground",Signs - GoRaleigh,Signs - GoTriangle,Signs - Wolfline,Signs - GoCary,Signs - GoDurham,Signs - Other,Timetamp
8589,Method Rd at Richward Pl,-78.69372107,35.79351053,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/01/2022 @ 09:31 am
8590,Wake Union Church Rd at Kearney Rd,-78.54155774,35.98238911,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 09:15 am
8359,Glenwood Ave at Carolina Corporate,-78.69237381,35.84931477,Yes,4,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/23/2022 @ 10:00 am
8362,Glenwood Ave at Deblyn Ave,-78.69878257,35.85375559,Yes,5,Yes,Yes,3,Full Shelter," $ 4,675.00 ",Yes,3,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,Yes,1,Yes,4,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No, 06/30/2022 @ 01:14 pm
8366,Townridge Shopping Center,-78.70706587,35.85985795,Yes,5,No,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,4,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/30/2022 @ 10:51 am
8369,Duraleigh Rd at Delta Lake Dr,-78.71231196,35.85632609,Yes,4,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/30/2022 @ 09:41 am
8370,Deep Hollow Dr at St Giles St,-78.70774894,35.85281131,Yes,5,Yes,No ,N/A,N/A, $ -   ,Yes,3,Concrete standalone,Located on Dirt,No Divider," $ 1,323.00 ",Yes,1,Pole-mounted, $ 424.00 ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/30/2022 @ 10:28 am
8596,Gorman St at Lexington Dr,-78.68698,35.78602,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,1,0,0,Yes,3' to 5',Good,Yes,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/22/2022 @ 04:14 am
8597,Hillsborough St at Turner St,-78.682294,35.792219,Yes,5,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No, 07/22/2022 @ 04:44 am
8371,St Giles St at Deep Hollow Dr,-78.70622379,35.85461665,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,4,0,0,Yes,3' to 5',Good,No,No,Yes,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/30/2022 @ 10:49 am
8599,Retail Dr at Durham Rd / NC 98 (SB),-78.54347559,35.97659579,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 08:49 am
8600,Retail Dr at Target (SB),-78.54231195,35.97262557,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 06:03 am
8601,Method Rd at Ligon St,-78.69389499,35.78934131,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,Yes,4,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/01/2022 @ 08:54 am
8602,Retail Dr at Capital Plaza (NB),-78.54155155,35.97055408,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 06:15 am
8603,Retail Dr South,-78.5434822,35.96728922,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 06:40 am
8604,Forest Pines Dr at Beestone Ln (SB),-78.54670939,35.96032306,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 08:05 am
8605,Forest Pines Dr at North Forest Pines Elementary,-78.54529757,35.95460855,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 07:55 am
8606,Forest Pines Dr at Rex Hospital North (SB),-78.5451722,35.94765621,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 07:30 am
8607,S Main St at Wake Dr,-78.5351049,35.94771605,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Good,Yes,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/24/2022 @ 06:54 am
8373,Glenwood Ave Service Rd at Oak Park,-78.701782,35.855277,Yes,4,Yes,Yes,4,Full Shelter," $ 4,675.00 ",Yes,3,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,No ,N/A,Yes,4,0,0,Yes,5' or greater,Excellent,No,No,No,No,No,>3',No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/24/2022 @ 07:04 am
8609,S Main St at Ligon Mill Rd (EB),-78.53124062,35.94955127,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Good,Yes,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/23/2022 @ 05:36 am
8610,Peace St at West St,-78.64430464,35.78854919,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,Yes,5,Yes,5,Yes,5,0,0,Yes,5' or greater,Excellent,No,No,No,Yes,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 07/20/2022 @ 03:09 am
8611,S Main St at Rodgers Rd (The Factory),-78.5271313,35.95314679,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,Yes,No,>3',Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/23/2022 @ 05:57 am
8612,St Mary's St at Hillsborough St,-78.650619,35.781506,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/27/2022 @ 12:17 pm
8614,New Bern Ave at S Swain St,-78.62913216,35.78003094,Yes,5,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,3,Pole-mounted, $ 424.00 ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/23/2022 @ 08:05 am
8376,Glenwood Ave at Fairhill Dr,-78.69693436,35.85208233,Yes,5,Yes,No ,N/A,N/A, $ -   ,Yes,3,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Poor  ,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/30/2022 @ 12:09 pm
8619,New Bern Ave at Idlewild Ave,-78.62582266,35.77992402,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,3,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 06:17 am
8383,Glenwood Ave at Women's Club Dr,-78.66733329,35.8315347,Yes,5,Yes,No ,N/A,N/A, $ -   ,Yes,4,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,Yes,4,0,0,No  ,N/A,N/A,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No, 08/03/2022 @ 05:59 am
8622,New Bern Ave at Sunbury St,-78.61816546,35.77974622,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/21/2022 @ 06:40 am
8623,New Bern Ave at Carver St,-78.61605,35.77987,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No, 06/21/2022 @ 06:43 am
8385,Glenwood Ave at Pasquatank Dr,-78.66620035,35.82639069,Yes,4,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,2,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/21/2022 @ 08:44 am
8625,New Bern Ave at Russ St,-78.60913937,35.77954777,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No, 06/21/2022 @ 06:57 am
8388,Glenwood Ave at Oberlin Rd,-78.66066307,35.81652009,Yes,5,Yes,Yes,4,Full Shelter," $ 4,675.00 ",Yes,4,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/13/2022 @ 05:46 am
8404,S Wilmington St at Chapanoke Rd,-78.65063001,35.73583972,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/15/2022 @ 07:45 pm
8628,Franklin St at Yellow Poplar Ave (NB),-78.51017912,35.96752338,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/23/2022 @ 09:41 am
8629,New Bern Ave at Dickens Dr,-78.59960626,35.77990538,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No, 06/24/2022 @ 03:57 am
8630,New Bern Ave at Donald Ross Dr,-78.59265906,35.78274905,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/24/2022 @ 03:41 am
8408,Garner Station Blvd at South Station,-78.65527,35.72471,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,3,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,3,Pole-mounted, $ 424.00 ,No ,N/A,Yes,5,Yes,3,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/15/2022 @ 07:45 pm
8412,Mechanical Blvd at S. Wilmington St.,-78.65043235,35.72492669,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,4,0,0,Yes,5' or greater,Good,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/15/2022 @ 07:45 pm
8633,WakeMed at the Andrews Center,-78.58803478,35.78612662,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,3,Yes,3,0,0,Yes,5' or greater,Good,No,No,No,No,No,>3',No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No, 06/29/2022 @ 11:44 am
8634,Calumet Dr at Sunnybrook Rd,-78.58661,35.78772,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,Yes,3,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/24/2022 @ 04:38 am
8414,Wilmington St Service Rd at Tryon Rd,-78.65014807,35.73045357,Yes,5,Yes,Yes,4,Full Shelter," $ 4,675.00 ",Yes,4,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,3,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/15/2022 @ 07:44 pm
8415,Wilmington St Service Rd at Chapanoke Rd,-78.64899974,35.7352678,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/15/2022 @ 07:46 pm
8417,Garner Rd at Raleigh Pines Dr (NB),-78.629528,35.738649,Yes,5,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,Yes,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/27/2022 @ 06:14 am
8765,Rock Quarry Rd at Gatling St,-78.62213819,35.77543235,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,Yes,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 07/15/2022 @ 05:35 am
8639,Sunnybrook Rd at Falstaff Rd,-78.58357,35.78294,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/24/2022 @ 02:50 am
8640,Falstaff Rd at Sunnybrook Rd,-78.583757,35.782224,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,Yes,3,0,0,Yes,5' or greater,Fair,No,No,No,No,No,>3',No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/24/2022 @ 02:56 am
8421,S Saunders St at Dorothea Dr,-78.64798684,35.77105652,Yes,4,No,Yes,4,Full Shelter," $ 4,675.00 ",Yes,4,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,3,Yes,4,0,0,Yes,5' or greater,Good,No,Yes,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/16/2022 @ 02:12 pm
8422,South St at West St,-78.64608372,35.77226155,Yes,4,No,Yes,4,Full Shelter," $ 4,675.00 ",Yes,4,Full Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,3,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 07/20/2022 @ 04:16 am
8643,Holding Ave at Brooks St (WB),-78.5103168,35.97044847,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,Yes,1,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No, 06/23/2022 @ 09:46 am
8425,Garner Rd at Warehouse Dr (NB),-78.631129,35.752174,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 07/08/2022 @ 03:05 am
8426,Garner Rd at Bailey Dr (NB),-78.631232,35.755931,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 07/08/2022 @ 03:16 am
8431,New Bern Ave at Rogers Ln (Edgewater Place),-78.54704141,35.79285893,Yes,5,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 07/01/2022 @ 10:30 am
8433,Knightdale Blvd at Hinton Oaks Blvd (Rex Healthcare),-78.507955,35.796133,Yes,5,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,No Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/28/2022 @ 10:35 am
8439,St Mary's St at Nichols Dr,-78.65312482,35.79426697,Yes,5,Yes,No ,N/A,N/A, $ -   ,Yes,2,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/28/2022 @ 06:12 am
8443,St Mary's St at Harvey St,-78.65352,35.80406,Yes,4,Yes,No ,N/A,N/A, $ -   ,Yes,2,Concrete standalone,Located on Dirt,No Divider," $ 1,323.00 ",No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/29/2022 @ 01:02 pm
8651,New Bern Ave at Bertie Dr,-78.61212284,35.77996033,Yes,4,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No, 06/21/2022 @ 06:10 am
8449,North Hills Mall at N State Bank,-78.641749,35.837414,Yes,4,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,No Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,Yes,5,Yes,5,No ,N/A,0,0,Yes,5' or greater,Poor  ,No,No,No,No,No,>3',No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/15/2022 @ 09:46 am
